Series Name	Series Code	Country Name	Country Code	1996 [YR1996]	1998 [YR1998]	2000 [YR2000]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]
Government Effectiveness: Estimate	GE.EST	Niger	NER	-1.24432277679443	-1.08147084712982	-1.08487236499786	-0.885291039943695	-0.749966084957123	-0.686415553092957	-0.78861403465271	-0.798216223716736	-0.786424577236176	-0.709016025066376	-0.661118566989899	-0.665648698806763	-0.625447452068329	-0.706967413425446	-0.720956742763519	-0.737732291221619
Government Effectiveness: Estimate	GE.EST	Nigeria	NGA	-0.975637197494507	-1.12186932563782	-0.956944644451141	-1.0564306974411	-0.964794158935547	-0.912593424320221	-0.883292317390442	-0.961244225502014	-1.04088425636292	-0.967231273651123	-1.20063185691833	-1.15112030506134	-1.07706344127655	-0.999166309833527	-1.00379002094269	-1.19238090515137
Government Effectiveness: Estimate	GE.EST	Rwanda	RWA	-1.19946348667145	-0.917675793170929	-0.653874456882477	-0.926136195659637	-0.735780417919159	-0.555484175682068	-0.892788171768188	-0.285252004861832	-0.198054820299149	-0.13564895093441	-0.168691098690033	-0.0472604185342789	0.0744188353419304	-0.0603341720998287	0.0397659502923489	0.0246521178632975
Government Effectiveness: Estimate	GE.EST	Sao Tome and Principe	STP	-0.408373117446899	-0.6989466547966	-0.507540166378021	-0.630617380142212	-0.666085243225098	-0.623378932476044	-0.712691843509674	-0.81431245803833	-0.695883870124817	-0.645823895931244	-0.682451605796814	-0.807516753673553	-0.708884000778198	-0.716646373271942	-0.744410872459412	-0.859601378440857
Government Effectiveness: Estimate	GE.EST	Senegal	SEN	0.0219487845897675	-0.122760765254498	-0.123345196247101	0.0206843055784702	-0.258981108665466	-0.178465127944946	-0.246396839618683	-0.317244827747345	-0.46270552277565	-0.136879816651344	-0.495851695537567	-0.557570219039917	-0.467930257320404	-0.470866411924362	-0.420023381710052	-0.391273319721222
Government Effectiveness: Estimate	GE.EST	Seychelles	SYC	0.64641398191452	0.227151244878769	-0.0276153031736612	0.0715072229504585	-0.0139501411467791	-0.00193468353245407	0.0979380309581757	0.0134295811876655	0.125785246491432	0.0935510620474815	0.101324573159218	0.181528508663177	0.255837559700012	0.375671356916428	0.335487902164459	0.39116045832634
Government Effectiveness: Estimate	GE.EST	Sierra Leone	SLE	-1.46562898159027	-1.45678508281708	-1.4601024389267	-1.51430308818817	-1.231041431427	-1.10167098045349	-1.35760712623596	-1.16429173946381	-1.17297911643982	-1.16166865825653	-1.21544671058655	-1.2099461555481	-1.18446242809296	-1.2043616771698	-1.20707356929779	-1.22203946113586
Government Effectiveness: Estimate	GE.EST	Somalia	SOM	-2.09517359733582	-2.15930533409119	-2.27671384811401	-1.59672963619232	-2.10178637504578	-2.09202361106873	-2.17275142669678	-2.31486821174622	-2.34000587463379	-2.45003747940063	-2.26067924499512	-2.23866891860962	-2.15519404411316	-2.22544384002686	-2.26952409744263	-2.47966861724854
Government Effectiveness: Estimate	GE.EST	South Africa	ZAF	0.876507580280304	0.604138493537903	0.691410839557648	0.637902140617371	0.683100044727325	0.664746284484863	0.644622147083282	0.503360152244568	0.491571962833405	0.518115222454071	0.475550621747971	0.392681032419205	0.412725567817688	0.325196862220764	0.382242351770401	0.328388512134552
Government Effectiveness: Estimate	GE.EST	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..	-1.87472224235535	-1.5944892168045	-1.67969155311584	-2.12538647651672
Government Effectiveness: Estimate	GE.EST	Sudan	SDN	-1.11603188514709	-1.21628987789154	-1.18821012973785	-1.13241016864777	-1.25173008441925	-1.22283518314362	-1.40065932273865	-1.1420373916626	-1.08177638053894	-1.27090775966644	-1.26736557483673	-1.36720144748688	-1.390456199646	-1.45765149593353	-1.51114451885223	-1.60681557655334
Government Effectiveness: Estimate	GE.EST	Swaziland	SWZ	-0.672069907188416	-0.650809347629547	-0.711142838001251	-0.581040740013123	-0.816290557384491	-1.05033254623413	-1.08992660045624	-0.835898756980896	-0.84713077545166	-0.742405772209167	-0.747419238090515	-0.517714977264404	-0.667594313621521	-0.549251437187195	-0.451663374900818	-0.53171718120575
Government Effectiveness: Estimate	GE.EST	Tanzania	TZA	-0.727993130683899	-0.419241458177567	-0.419936865568161	-0.402417898178101	-0.368352949619293	-0.418733388185501	-0.387366443872452	-0.338748902082443	-0.377335339784622	-0.478692471981049	-0.593270540237427	-0.577815651893616	-0.625867068767548	-0.692533612251282	-0.745238542556763	-0.642414510250092
Government Effectiveness: Estimate	GE.EST	Togo	TGO	-0.801710367202759	-0.977153480052948	-1.24085056781769	-1.37072479724884	-1.54560339450836	-1.60468542575836	-1.49765932559967	-1.56811165809631	-1.51173985004425	-1.46895372867584	-1.39117646217346	-1.38447153568268	-1.35998785495758	-1.32561922073364	-1.31504058837891	-1.25878465175629
Government Effectiveness: Estimate	GE.EST	Uganda	UGA	-0.727993130683899	-0.387812525033951	-0.382698684930801	-0.421432197093964	-0.343573838472366	-0.344508349895477	-0.538458049297333	-0.481103897094727	-0.409080624580383	-0.574434280395508	-0.61643397808075	-0.520315945148468	-0.509824454784393	-0.568042635917664	-0.57378226518631	-0.398749470710754
Government Effectiveness: Estimate	GE.EST	Zambia	ZMB	-1.06041550636292	-0.856424331665039	-0.85829496383667	-0.80718868970871	-0.822519540786743	-0.816421926021576	-0.936100661754608	-0.813187181949615	-0.711297512054443	-0.729276239871979	-0.791140139102936	-0.830014824867249	-0.635762870311737	-0.499716699123383	-0.516697287559509	-0.468505680561066
Government Effectiveness: Estimate	GE.EST	Zimbabwe	ZWE	-0.228690519928932	-0.365066230297089	-0.779337704181671	-0.900191724300385	-0.954200387001038	-0.951487958431244	-1.28531336784363	-1.30449914932251	-1.27110517024994	-1.49736201763153	-1.51621603965759	-1.49520027637482	-1.35764694213867	-1.19827508926392	-1.18440985679626	-1.17593908309937
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Angola	AGO	-2.10554718971252	-2.34520602226257	-2.0854606628418	-1.61517918109894	-1.02709352970123	-1.03920745849609	-0.893931925296783	-0.540907263755798	-0.696600735187531	-0.349961519241333	-0.369803935289383	-0.216324865818024	-0.360322207212448	-0.380921721458435	-0.385451436042786	-0.273348599672318
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Benin	BEN	0.960007131099701	0.661969006061554	0.720592319965363	0.740132212638855	0.666792571544647	0.257207989692688	0.450789600610733	0.517111957073212	0.333819270133972	0.333919912576675	0.375290125608444	0.222299322485924	0.2933429479599	0.319024264812469	0.260614424943924	0.0495711229741573
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Botswana	BWA	0.923111259937286	0.873864591121674	0.955815434455872	0.791590750217438	1.07829761505127	0.887640833854675	1.05623316764832	0.963136434555054	0.98290342092514	0.984753847122192	0.931979238986969	0.960707545280457	1.05053567886353	1.08013033866882	1.08115077018738	1.02189004421234
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Burkina Faso	BFA	-0.414000004529953	-0.20007286965847	-0.0131576051935554	-0.367371678352356	0.0355284810066223	-0.106681473553181	-0.0751308649778366	0.146304398775101	0.286871403455734	0.096509613096714	0.0149903604760766	-0.147422716021538	-0.581673979759216	-0.586723923683167	-0.795505404472351	-0.78761887550354
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Burundi	BDI	-2.24305176734924	-2.42883658409119	-2.15137028694153	-2.39139842987061	-2.30567073822021	-2.51382756233215	-1.51464486122131	-1.3966498374939	-1.31706809997559	-1.63129234313965	-1.26757144927979	-1.5960978269577	-1.78485333919525	-1.68539786338806	-1.31016135215759	-0.89365690946579
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Cabo Verde	CPV	0.944107830524445	1.02651572227478	1.12241804599762	0.655576229095459	0.907076597213745	1.06760215759277	0.781964123249054	0.967625319957733	0.901236534118652	0.828095972537994	0.842547595500946	0.857144117355347	0.723417043685913	0.809150874614716	0.77359414100647	0.407537847757339
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Cameroon	CMR	-1.06571471691132	-0.824816882610321	-0.566852390766144	-0.722113728523254	-0.470079630613327	-0.39775624871254	-0.176222756505013	-0.263517498970032	-0.337433755397797	-0.550778567790985	-0.482048451900482	-0.726856529712677	-0.661322891712189	-0.576565444469452	-0.53007847070694	-0.944601476192474
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Central African Republic	CAF	-1.37248337268829	-1.29075598716736	-1.29687166213989	-1.88406229019165	-1.59047079086304	-1.40935385227203	-1.42369174957275	-1.83942544460297	-1.82965362071991	-1.83009743690491	-1.88270854949951	-2.01191091537476	-1.78492426872253	-1.87196457386017	-2.17964196205139	-2.67260909080505
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Chad	TCD	-1.09816145896912	-1.40978932380676	-1.24873101711273	-1.69930744171143	-1.41347503662109	-1.49543750286102	-1.39323151111603	-1.80965769290924	-1.85999059677124	-1.97042727470398	-1.68920004367828	-1.51228809356689	-1.31507110595703	-1.05672466754913	-1.10343217849731	-1.53338587284088
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Comoros	COM	0.375238299369812	0.44733402132988	-0.106957741081715	0.254781246185303	-0.715081512928009	-0.129801794886589	-0.388051629066467	-0.31494066119194	-1.05971395969391	-1.08345782756805	-0.747228264808655	-0.495846390724182	-0.484804689884186	-0.38106569647789	-0.187545135617256	-0.194327488541603
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Congo, Dem. Rep.	ZAR	-2.83376336097717	-2.99474930763245	-2.58555269241333	-2.0983898639679	-2.08323192596436	-2.38808965682983	-2.17056918144226	-2.27308773994446	-2.21337747573853	-2.02809858322144	-1.98732793331146	-2.22715163230896	-2.23691082000732	-2.13675355911255	-2.23328995704651	-2.27385330200195
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Congo, Rep.	COG	-1.36520218849182	-1.60277497768402	-1.03433704376221	-1.66347193717957	-1.19617927074432	-1.14148306846619	-1.15719699859619	-0.942248404026031	-0.76149308681488	-0.709562242031097	-0.277446955442429	-0.33049750328064	-0.36169421672821	-0.492337822914124	-0.481263160705566	-0.288736760616302
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Cote d'Ivoire	CIV	0.0109175564721227	-0.259929955005646	-1.32343983650208	-1.9890433549881	-1.84487402439117	-2.15657186508179	-2.30272054672241	-1.89302849769592	-1.88942587375641	-1.82416749000549	-1.28476572036743	-1.56586754322052	-1.40458416938782	-1.25646567344666	-1.02469193935394	-1.01392209529877
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Equatorial Guinea	GNQ	-0.237621709704399	-0.216439068317413	-0.177711918950081	-0.596794068813324	0.05439767614007	-0.108192130923271	-0.450969278812408	0.130687907338142	0.21189458668232	0.19259837269783	0.38652640581131	0.232970520853996	0.118094369769096	0.187061354517937	0.0765898674726486	-0.389737725257874
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Eritrea	ERI	-1.1137775182724	-1.1239218711853	-0.968781888484955	-0.410674333572388	-0.757954955101013	-0.604643583297729	-0.780345261096954	-0.898362636566162	-1.02328896522522	-0.706264555454254	-0.665033996105194	-0.871544241905212	-0.766897737979889	-0.715202212333679	-0.775558412075043	-0.75910472869873
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Ethiopia	ETH	-1.09739768505096	-0.723272264003754	-1.006751537323	-1.28300523757935	-1.42950809001923	-1.2675529718399	-1.65588021278381	-1.7075662612915	-1.75823545455933	-1.70789396762848	-1.62060046195984	-1.61553227901459	-1.49553692340851	-1.5374356508255	-1.37763357162476	-1.23994088172913
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Gabon	GAB	-0.0253483802080154	0.176161885261536	0.501017153263092	0.31184321641922	0.250925689935684	0.382899016141891	0.313978433609009	0.181107193231583	0.273182660341263	0.241782873868942	0.124812476336956	0.297931671142578	0.387033611536026	0.307101875543594	0.340913206338882	0.196385622024536
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Gambia, The	GMB	0.471681475639343	0.591187298297882	0.45061257481575	0.724422752857208	0.31693896651268	0.214309275150299	0.249528542160988	-0.0155031196773052	0.0641421750187874	0.0801156759262085	0.143735781311989	0.0797288864850998	0.00670380005612969	0.00142556487116963	-0.0477853454649448	-0.101983927190304
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Ghana	GHA	-0.323552787303925	-0.239072889089584	-0.439853817224503	-0.244983598589897	-0.0171982850879431	0.00622797524556518	0.179591625928879	0.0164252687245607	-0.0591581612825394	-0.0147408666089177	0.0359192304313183	0.0237016789615154	0.157336458563805	0.106876455247402	0.0308449231088161	-0.129906073212624
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Guinea	GIN	-1.23543190956116	-0.692673206329346	-2.03023505210876	-1.56525385379791	-0.841210961341858	-1.05336999893188	-1.17770755290985	-1.89237487316132	-2.37459754943848	-2.10128140449524	-2.08628630638123	-1.68228924274445	-1.38944149017334	-1.28102290630341	-1.22277355194092	-0.930906593799591
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Guinea-Bissau	GNB	-1.72361969947815	-1.95650458335876	-0.50244152545929	-0.871447682380676	-0.533337831497192	-0.390991508960724	-0.568521857261658	-0.484780669212341	-0.438551247119904	-0.694490492343903	-0.653366327285767	-0.65553343296051	-0.729396343231201	-0.95901745557785	-0.892050564289093	-0.742179811000824
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Kenya	KEN	-0.734766066074371	-0.963287174701691	-1.14015865325928	-1.24768471717834	-1.28482961654663	-1.07358145713806	-1.27056849002838	-1.12081515789032	-1.27216649055481	-1.38484847545624	-1.43022346496582	-1.16971147060394	-1.24244451522827	-1.31600034236908	-1.14862132072449	-1.26857447624207
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Lesotho	LSO	0.116532512009144	-0.220002546906471	-0.0180020183324814	-0.18364155292511	0.074560821056366	0.385204613208771	0.0244660023599863	-0.132210731506348	-0.389623314142227	-0.217567697167397	0.33915439248085	0.47499868273735	0.37657031416893	0.252654612064362	0.322951763868332	-0.274988144636154
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Liberia	LBR	-2.55735898017883	-1.8430267572403	-2.04739189147949	-2.28193163871765	-2.21574211120605	-1.4074490070343	-1.36039817333221	-1.31294965744019	-1.25020849704742	-1.28337061405182	-1.07540261745453	-0.458232432603836	-0.423835664987564	-0.47547110915184	-0.459383249282837	-0.625768065452576
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Madagascar	MDG	0.109187372028828	0.0880712270736694	0.0438809506595135	-0.291414707899094	0.586050271987915	0.20289047062397	-0.0516256131231785	0.128296166658401	0.025216456502676	-0.489232987165451	-0.74802953004837	-1.04567658901215	-0.755951642990112	-0.582138240337372	-0.704293787479401	-0.54449462890625
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Malawi	MWI	-0.540682315826416	-0.211925163865089	-0.472239375114441	-0.0789025127887726	-0.00328905740752816	0.0915740877389908	0.0789514407515526	0.110787659883499	0.0565945729613304	-0.0563691146671772	0.0503393821418285	0.0556567087769508	-0.0725231543183327	0.00345468148589134	-0.213332489132881	0.11875819414854
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Mali	MLI	0.233253121376038	0.333898514509201	0.14459402859211	0.286896884441376	0.233357354998589	0.480412423610687	0.186557784676552	0.373848378658295	0.202976629137993	0.17506168782711	-0.0780520662665367	-0.207797572016716	-0.67877870798111	-2.02069544792175	-1.70347762107849	-1.73805487155914
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Mauritania	MRT	0.262724727392197	0.250741541385651	0.234998598694801	0.286066710948944	0.0345134846866131	-0.0964521616697311	-0.237829282879829	0.221466064453125	-0.270483195781708	-0.651230275630951	-0.877607226371765	-1.07960402965546	-1.16864240169525	-1.12958943843842	-1.00294089317322	-0.581190168857574
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Mauritius	MUS	1.04276823997498	0.945076763629913	0.730369329452515	1.04696309566498	0.987466275691986	0.971296370029449	1.0046272277832	0.737771272659302	0.828850507736206	0.85477089881897	0.661059498786926	0.58281409740448	0.936931550502777	0.961830198764801	0.935072004795074	0.737529814243317
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Mozambique	MOZ	-0.110668182373047	0.0375969707965851	-0.154185563325882	0.124214373528957	0.213755562901497	-0.0278936512768269	0.115280352532864	0.492773860692978	0.303040534257889	0.338221460580826	0.589540362358093	0.343786805868149	0.295519262552261	0.339260756969452	-0.278347045183182	-0.350936025381088
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Namibia	NAM	0.771780967712402	0.3858702480793	-0.383901566267014	0.0938270390033722	0.436881840229034	0.645506858825684	0.600855648517609	0.786791861057281	1.02058005332947	1.18645358085632	0.903906524181366	0.805032968521118	0.889192819595337	0.938646912574768	0.926425814628601	0.617165863513947
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Niger	NER	-0.111601479351521	-0.415200084447861	0.001870455336757	-0.252470254898071	0.0123248854652047	-0.520230650901794	-0.477534592151642	-0.23316915333271	-0.45958423614502	-0.674860775470734	-1.15669977664948	-1.17541468143463	-0.871752083301544	-1.15984845161438	-1.32480931282043	-1.26710391044617
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Nigeria	NGA	-1.17397999763489	-0.688566923141479	-1.52158534526825	-1.69736742973328	-1.65141940116882	-1.72088170051575	-1.6482880115509	-2.03631591796875	-2.01303863525391	-1.86164772510529	-1.95246779918671	-2.19360589981079	-1.94689655303955	-2.05749464035034	-2.07843732833862	-2.10575866699219
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Rwanda	RWA	-1.95066738128662	-2.15468502044678	-1.80941390991211	-1.78386354446411	-1.15560221672058	-1.17207396030426	-0.972542822360992	-0.684954166412354	-0.308548241853714	-0.2992003262043	-0.473025172948837	-0.198186665773392	-0.135490402579308	-0.202050194144249	-0.0780670866370201	-0.100152932107449
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Sao Tome and Principe	STP	0.960007131099701	0.99563729763031	1.0486820936203	0.470821470022202	0.234750181436539	0.604946494102478	0.614671409130096	0.326919287443161	0.407866299152374	0.183137968182564	0.152461647987366	0.122013345360756	-0.00228518014773726	0.0240126214921474	0.123621501028538	0.151107355952263
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Senegal	SEN	-0.719653785228729	-1.06513488292694	-0.697839319705963	-0.342849463224411	-0.288086950778961	-0.0167821664363146	-0.220348209142685	-0.284019559621811	-0.251904159784317	-0.147509157657623	-0.196864902973175	-0.427111685276031	-0.296435236930847	-0.115986049175262	-0.0593590959906578	-0.127161175012589
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Seychelles	SYC	0.960007131099701	0.99563729763031	1.19231951236725	0.840330958366394	0.629571378231049	0.671745955944061	0.9396653175354	0.924154758453369	0.81868314743042	0.773308575153351	0.617699086666107	0.884740591049194	0.964730441570282	0.756868898868561	0.837439596652985	0.415346652269363
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Sierra Leone	SLE	-1.81790888309479	-2.2778754234314	-1.97010099887848	-0.856834709644318	-1.11845171451569	-0.443721503019333	-0.431231826543808	-0.256574034690857	-0.0216238666325808	-0.208015754818916	-0.296567738056183	-0.240590780973434	-0.170163199305534	-0.280273526906967	-0.16648630797863	-0.219610095024109
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Somalia	SOM	-2.65308976173401	-2.30048775672913	-2.08214569091797	-2.53045082092285	-2.66842103004456	-2.93017220497131	-2.74845027923584	-2.78234100341797	-3.24443769454956	-3.31172847747803	-3.32390451431274	-3.10637283325195	-3.0696394443512	-2.84627199172974	-2.74454236030579	-2.48787784576416
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	South Africa	ZAF	-0.428185820579529	-0.577412903308868	-0.254857122898102	-0.320026308298111	-0.331844121217728	-0.123671196401119	-0.149220764636993	0.0539747625589371	0.198646008968353	0.0441127642989159	-0.11322309076786	-0.0189985223114491	0.0316633954644203	-0.0209495611488819	-0.0448102094233036	-0.0756008923053741
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..	-1.43145704269409	-1.19733738899231	-1.80061173439026	-2.53829336166382
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Sudan	SDN	-2.51034188270569	-2.29817914962769	-2.28168797492981	-1.87907516956329	-2.01137042045593	-1.58254289627075	-1.97721421718597	-2.11614656448364	-2.34692168235779	-2.47463941574097	-2.65181422233582	-2.66002058982849	-2.52913117408752	-2.27003312110901	-2.20155382156372	-2.35623717308044
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Swaziland	SWZ	-0.297396749258041	-0.108779788017273	-0.072683647274971	0.00111320137511939	0.0373395867645741	0.0189135354012251	-0.370909005403519	-0.291832864284515	0.0404476746916771	-0.0804067403078079	0.00633533112704754	-0.0444697514176369	-0.4925916492939	-0.420980453491211	-0.436616748571396	-0.519841969013214
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Tanzania	TZA	-0.715587258338928	-0.477588206529617	-0.797663271427155	-0.347662687301636	-0.878020346164703	-0.648480653762817	-0.568261444568634	-0.325528234243393	-0.353102058172226	-0.205811575055122	0.0692917108535767	-0.0216979291290045	-0.0456780418753624	0.0229270830750465	-0.165411874651909	-0.536367833614349
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Togo	TGO	-0.487983733415604	-0.717275619506836	-0.403711587190628	-0.0474409088492393	-0.234724268317223	-0.325764328241348	-1.46146750450134	-0.553959548473358	-0.361556738615036	-0.175595015287399	-0.186232417821884	-0.202789634466171	-0.180771261453629	-0.407053381204605	-0.38100591301918	-0.164121732115746
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Uganda	UGA	-1.61308836936951	-1.21840286254883	-1.34297299385071	-1.49357080459595	-1.59925425052643	-1.2960000038147	-1.43329179286957	-1.15940427780151	-0.961903631687164	-0.90863960981369	-0.989565432071686	-1.00575494766235	-0.986974358558655	-0.882396340370178	-0.837899923324585	-0.929117143154144
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Zambia	ZMB	-0.22600257396698	0.0927114114165306	-0.0548534467816353	-0.35042005777359	0.173690170049667	0.152424812316895	0.0688629001379013	0.362352132797241	0.344346135854721	0.463187873363495	0.534659028053284	0.46161487698555	0.470694541931152	0.605992555618286	0.38434824347496	0.205629989504814
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Zimbabwe	ZWE	-0.533595323562622	-0.879213333129883	-1.41826367378235	-1.59598517417908	-1.13580083847046	-1.26358556747437	-1.24150252342224	-0.907913446426392	-1.11049473285675	-1.20055651664734	-1.16184341907501	-1.1209100484848	-0.955158889293671	-0.790312469005585	-0.679590582847595	-0.648449420928955
Regulatory Quality: Estimate	RQ.EST	Angola	AGO	-1.45610558986664	-1.7171243429184	-1.82574391365051	-1.48707258701324	-1.2331440448761	-1.24633824825287	-1.28805470466614	-1.13700544834137	-1.04427909851074	-1.061243891716	-1.01866519451141	-1.01795446872711	-1.07827699184418	-0.977499008178711	-1.06389617919922	-0.96201628446579
Regulatory Quality: Estimate	RQ.EST	Benin	BEN	-0.197601899504662	-0.173418208956718	-0.207503423094749	-0.436344832181931	-0.502155542373657	-0.476647228002548	-0.573197603225708	-0.4022196829319	-0.418930619955063	-0.48999410867691	-0.328803598880768	-0.323548525571823	-0.334888249635696	-0.394318133592606	-0.41591078042984	-0.506496250629425
Regulatory Quality: Estimate	RQ.EST	Botswana	BWA	0.757560014724731	0.702905356884003	0.644494712352753	0.772719740867615	0.791474997997284	0.663913428783417	0.673018932342529	0.495953232049942	0.437055915594101	0.484020292758942	0.484424024820328	0.456126302480698	0.500282943248749	0.693869531154633	0.654124796390533	0.641127228736877
Regulatory Quality: Estimate	RQ.EST	Burkina Faso	BFA	-0.248889848589897	-0.394872605800629	-0.124196924269199	-0.144393414258957	-0.346064120531082	-0.339851170778275	-0.417010754346848	-0.314639180898666	-0.246750101447105	-0.17462132871151	-0.0889685302972794	-0.139090776443481	-0.158132538199425	-0.119428016245365	-0.181881040334702	-0.334788858890533
Regulatory Quality: Estimate	RQ.EST	Burundi	BDI	-1.67297041416168	-1.59481871128082	-1.22229444980621	-1.3170713186264	-1.2207396030426	-1.19707036018372	-1.3583722114563	-1.20815587043762	-1.23963487148285	-1.22746396064758	-1.14800345897675	-1.10456168651581	-0.999902904033661	-0.958189368247986	-0.891982614994049	-0.773074626922607
Regulatory Quality: Estimate	RQ.EST	Cabo Verde	CPV	-0.579920172691345	-0.2061637789011	-0.000471922481665388	-0.287347882986069	-0.232271283864975	-0.33567863702774	-0.31458106637001	-0.218837693333626	-0.200789168477058	-0.0594652369618416	0.0184766948223114	-0.0393902324140072	0.0731768906116486	0.0398876741528511	-0.121951170265675	-0.00832616444677114
Regulatory Quality: Estimate	RQ.EST	Cameroon	CMR	-1.13144862651825	-0.637091517448425	-0.594935774803162	-0.886294960975647	-0.831029713153839	-0.679929435253143	-0.86134546995163	-0.833986401557922	-0.832227826118469	-0.807794332504272	-0.739874005317688	-0.725790083408356	-0.789860308170319	-0.933365941047668	-0.948534309864044	-0.939564824104309
Regulatory Quality: Estimate	RQ.EST	Central African Republic	CAF	-0.92274409532547	-0.883446514606476	-0.905516564846039	-1.12673091888428	-1.14208972454071	-1.19482219219208	-1.32916724681854	-1.19134426116943	-1.21537292003632	-1.21669769287109	-1.25346219539642	-1.15169847011566	-1.1786447763443	-1.08871006965637	-1.18383729457855	-1.41234695911407
Regulatory Quality: Estimate	RQ.EST	Chad	TCD	-1.29733192920685	-0.934924900531769	-0.77547150850296	-0.924521863460541	-0.905346512794495	-0.831525683403015	-1.17305052280426	-1.08066964149475	-1.12427973747253	-1.15918755531311	-1.04163348674774	-1.05525934696198	-1.01006281375885	-1.07954967021942	-1.00293493270874	-1.16558480262756
Regulatory Quality: Estimate	RQ.EST	Comoros	COM	-1.16331219673157	-1.26354467868805	-1.29067146778107	-1.15644538402557	-1.441650390625	-1.49245929718018	-1.56246900558472	-1.48339056968689	-1.44166553020477	-1.49727725982666	-1.55357444286346	-1.42239677906036	-1.36332786083221	-1.41948544979095	-1.22079944610596	-1.13862109184265
Regulatory Quality: Estimate	RQ.EST	Congo, Dem. Rep.	ZAR	-1.83430373668671	-2.41273427009583	-2.11022567749023	-1.50629723072052	-1.50308167934418	-1.59364914894104	-1.61951506137848	-1.31566059589386	-1.26264178752899	-1.29675221443176	-1.52919733524323	-1.58230030536652	-1.51982223987579	-1.5102014541626	-1.25040757656097	-1.34121513366699
Regulatory Quality: Estimate	RQ.EST	Congo, Rep.	COG	-1.28250730037689	-1.21996247768402	-1.245041847229	-1.05744338035583	-1.10128808021545	-0.972139179706573	-1.29576826095581	-1.1998143196106	-1.18826186656952	-1.26038122177124	-1.28163504600525	-1.26720714569092	-1.25941967964172	-1.37827241420746	-1.35096645355225	-1.18475639820099
Regulatory Quality: Estimate	RQ.EST	Cote d'Ivoire	CIV	-0.475059568881989	-0.262869238853455	-0.544575810432434	-0.447038501501083	-0.819294512271881	-0.957193553447723	-0.907213449478149	-0.853444039821625	-0.841893136501312	-0.887618958950043	-0.950000882148743	-0.912446916103363	-0.858029365539551	-0.768885016441345	-0.74420040845871	-0.623911678791046
